Level,Date and Time,Source,Event ID,Task Category, Description
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:24.269
ProcessGuid: {22a2695c-402c-6429-dfe8-000000006e00}
ProcessId: 7952
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-402c-6429-dee8-000000006e00}
ParentProcessId: 4552
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 800 820 824 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:24.264
ProcessGuid: {22a2695c-402c-6429-dee8-000000006e00}
ProcessId: 4552
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 800 820 824 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-402c-6429-dde8-000000006e00}
ParentProcessId: 9264
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:24.219
ProcessGuid: {22a2695c-402c-6429-dde8-000000006e00}
ProcessId: 9264
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:24.099
ProcessGuid: {22a2695c-402b-6429-dbe8-000000006e00}
ProcessId: 12512
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:24.095
ProcessGuid: {22a2695c-402b-6429-dae8-000000006e00}
ProcessId: 13492
Image: C:\Windows\System32\cmd.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:24,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:23.713
ProcessGuid: {22a2695c-402b-6429-d9e8-000000006e00}
ProcessId: 15188
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:23.702
ProcessGuid: {22a2695c-402b-6429-d9e8-000000006e00}
ProcessId: 15188
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
FileVersion: 9.0.4.1
Description: splunk-optimize
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk-optimize.exe
CommandLine: splunk-optimize -d ""C:\Program Files\Splunk\var\lib\splunk\_internaldb\db\hot_v1_1"" -x 18013749248 --log-to--splunkd-log --write-level 3 --tsidx-target-size 1572864000 --msidx-comp-block-size 1024
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=090AB6E27522C5B37069983CDBB2F55248153A3FD9602DF223134ACBD59FD742
ParentProcessGuid: {00000000-0000-0000-0000-000000000000}
ParentProcessId: 4840
ParentImage: -
ParentCommandLine: -
ParentUser: -"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:23.697
ProcessGuid: {22a2695c-402b-6429-d8e8-000000006e00}
ProcessId: 20636
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:23.687
ProcessGuid: {22a2695c-402b-6429-d8e8-000000006e00}
ProcessId: 20636
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
FileVersion: 9.0.4.1
Description: splunk-optimize
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk-optimize.exe
CommandLine: splunk-optimize -d ""C:\Program Files\Splunk\var\lib\splunk\audit\db\hot_v1_1"" -x 18013749248 --log-to--splunkd-log --write-level 3 --tsidx-target-size 1572864000 --msidx-comp-block-size 1024
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=090AB6E27522C5B37069983CDBB2F55248153A3FD9602DF223134ACBD59FD742
ParentProcessGuid: {00000000-0000-0000-0000-000000000000}
ParentProcessId: 4840
ParentImage: -
ParentCommandLine: -
ParentUser: -"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:23.564
ProcessGuid: {22a2695c-402b-6429-d6e8-000000006e00}
ProcessId: 21892
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:23.560
ProcessGuid: {22a2695c-402b-6429-d5e8-000000006e00}
ProcessId: 22368
Image: C:\Windows\System32\cmd.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:23,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:22.186
ProcessGuid: {22a2695c-4027-6429-b8e8-000000006e00}
ProcessId: 27516
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:22,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:22.066
ProcessGuid: {22a2695c-4029-6429-d3e8-000000006e00}
ProcessId: 13216
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:22,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:22.062
ProcessGuid: {22a2695c-4029-6429-d4e8-000000006e00}
ProcessId: 2132
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.821
ProcessGuid: {22a2695c-4029-6429-d4e8-000000006e00}
ProcessId: 2132
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4029-6429-d3e8-000000006e00}
ParentProcessId: 13216
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.813
ProcessGuid: {22a2695c-4029-6429-d3e8-000000006e00}
ProcessId: 13216
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b8e8-000000006e00}
ParentProcessId: 27516
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.811
ProcessGuid: {22a2695c-4029-6429-d1e8-000000006e00}
ProcessId: 24980
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.808
ProcessGuid: {22a2695c-4029-6429-d2e8-000000006e00}
ProcessId: 26604
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.581
ProcessGuid: {22a2695c-4029-6429-d2e8-000000006e00}
ProcessId: 26604
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4029-6429-d1e8-000000006e00}
ParentProcessId: 24980
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.573
ProcessGuid: {22a2695c-4029-6429-d1e8-000000006e00}
ProcessId: 24980
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b8e8-000000006e00}
ParentProcessId: 27516
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.570
ProcessGuid: {22a2695c-4029-6429-cfe8-000000006e00}
ProcessId: 26736
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.569
ProcessGuid: {22a2695c-4027-6429-b7e8-000000006e00}
ProcessId: 22744
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.566
ProcessGuid: {22a2695c-4029-6429-d0e8-000000006e00}
ProcessId: 5680
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.537
ProcessGuid: {22a2695c-4029-6429-cde8-000000006e00}
ProcessId: 26664
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.531
ProcessGuid: {22a2695c-4029-6429-cee8-000000006e00}
ProcessId: 22240
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.383
ProcessGuid: {22a2695c-4027-6429-b9e8-000000006e00}
ProcessId: 19360
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.313
ProcessGuid: {22a2695c-4029-6429-cbe8-000000006e00}
ProcessId: 2932
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.309
ProcessGuid: {22a2695c-4029-6429-cce8-000000006e00}
ProcessId: 2896
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.293
ProcessGuid: {22a2695c-4029-6429-d0e8-000000006e00}
ProcessId: 5680
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4029-6429-cfe8-000000006e00}
ParentProcessId: 26736
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.284
ProcessGuid: {22a2695c-4029-6429-cfe8-000000006e00}
ProcessId: 26736
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b8e8-000000006e00}
ParentProcessId: 27516
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.282
ProcessGuid: {22a2695c-4028-6429-c9e8-000000006e00}
ProcessId: 4076
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.278
ProcessGuid: {22a2695c-4028-6429-cae8-000000006e00}
ProcessId: 2808
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.256
ProcessGuid: {22a2695c-4029-6429-cee8-000000006e00}
ProcessId: 22240
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4029-6429-cde8-000000006e00}
ParentProcessId: 26664
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.248
ProcessGuid: {22a2695c-4029-6429-cde8-000000006e00}
ProcessId: 26664
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b7e8-000000006e00}
ParentProcessId: 22744
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\instance_id_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.245
ProcessGuid: {22a2695c-4028-6429-c7e8-000000006e00}
ProcessId: 20892
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:21.241
ProcessGuid: {22a2695c-4028-6429-c8e8-000000006e00}
ProcessId: 19008
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.018
ProcessGuid: {22a2695c-4029-6429-cce8-000000006e00}
ProcessId: 2896
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4029-6429-cbe8-000000006e00}
ParentProcessId: 2932
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:21,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:21.007
ProcessGuid: {22a2695c-4029-6429-cbe8-000000006e00}
ProcessId: 2932
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b9e8-000000006e00}
ParentProcessId: 19360
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\supervisor_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:20,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:20.978
ProcessGuid: {22a2695c-4028-6429-cae8-000000006e00}
ProcessId: 2808
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-4028-6429-c9e8-000000006e00}
ParentProcessId: 4076
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool --app=splunk_assist assist list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:20,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:20.969
ProcessGuid: {22a2695c-4028-6429-c9e8-000000006e00}
ProcessId: 4076
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool --app=splunk_assist assist list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-4027-6429-b8e8-000000006e00}
ParentProcessId: 27516
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_assist\bin\uiassets_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
