Level,Date and Time,Source,Event ID,Task Category
Information,4/15/2023 8:56:58 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:58.003
ProcessGuid: {2048537D-9109-643A-B902-000000000A00}
ProcessId: 4764
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.972
ProcessGuid: {2048537D-9109-643A-B902-000000000A00}
ProcessId: 4764
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4f8 -InterruptEvent 0 -NGENProcess 470 -Pipe 4a8 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.971
ProcessGuid: {2048537D-9109-643A-B802-000000000A00}
ProcessId: 992
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.934
ProcessGuid: {2048537D-9109-643A-B802-000000000A00}
ProcessId: 992
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 5c8 -InterruptEvent 0 -NGENProcess 414 -Pipe 424 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.924
ProcessGuid: {2048537D-9109-643A-B702-000000000A00}
ProcessId: 4520
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.912
ProcessGuid: {2048537D-9109-643A-B702-000000000A00}
ProcessId: 4520
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 5d4 -InterruptEvent 0 -NGENProcess 424 -Pipe 5b0 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.909
ProcessGuid: {2048537D-9109-643A-B602-000000000A00}
ProcessId: 4336
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.888
ProcessGuid: {2048537D-9109-643A-B602-000000000A00}
ProcessId: 4336
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 5c8 -InterruptEvent 0 -NGENProcess 510 -Pipe 45c -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.878
ProcessGuid: {2048537D-9109-643A-B502-000000000A00}
ProcessId: 4108
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.864
ProcessGuid: {2048537D-9109-643A-B502-000000000A00}
ProcessId: 4108
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4a8 -InterruptEvent 0 -NGENProcess 45c -Pipe 458 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.862
ProcessGuid: {2048537D-9109-643A-B402-000000000A00}
ProcessId: 4672
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.829
ProcessGuid: {2048537D-9109-643A-B402-000000000A00}
ProcessId: 4672
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 510 -InterruptEvent 0 -NGENProcess 458 -Pipe 480 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.815
ProcessGuid: {2048537D-9109-643A-B302-000000000A00}
ProcessId: 4536
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.805
ProcessGuid: {2048537D-9109-643A-B302-000000000A00}
ProcessId: 4536
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 45c -InterruptEvent 0 -NGENProcess 480 -Pipe 490 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.799
ProcessGuid: {2048537D-9109-643A-B202-000000000A00}
ProcessId: 4692
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.774
ProcessGuid: {2048537D-9109-643A-B202-000000000A00}
ProcessId: 4692
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 510 -InterruptEvent 0 -NGENProcess 468 -Pipe 44c -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.768
ProcessGuid: {2048537D-9109-643A-B102-000000000A00}
ProcessId: 4136
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.752
ProcessGuid: {2048537D-9109-643A-B102-000000000A00}
ProcessId: 4136
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4f8 -InterruptEvent 0 -NGENProcess 44c -Pipe 4a0 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.737
ProcessGuid: {2048537D-9109-643A-B002-000000000A00}
ProcessId: 4408
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.722
ProcessGuid: {2048537D-9109-643A-B002-000000000A00}
ProcessId: 4408
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 5d4 -InterruptEvent 0 -NGENProcess 4a8 -Pipe 4b0 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.721
ProcessGuid: {2048537D-9109-643A-AF02-000000000A00}
ProcessId: 4164
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.690
ProcessGuid: {2048537D-9109-643A-AF02-000000000A00}
ProcessId: 4164
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 490 -InterruptEvent 0 -NGENProcess 4b0 -Pipe 484 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.690
ProcessGuid: {2048537D-9109-643A-AE02-000000000A00}
ProcessId: 4584
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.657
ProcessGuid: {2048537D-9109-643A-AE02-000000000A00}
ProcessId: 4584
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4a8 -InterruptEvent 0 -NGENProcess 484 -Pipe 498 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.643
ProcessGuid: {2048537D-9109-643A-AD02-000000000A00}
ProcessId: 4624
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.619
ProcessGuid: {2048537D-9109-643A-AD02-000000000A00}
ProcessId: 4624
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4b0 -InterruptEvent 0 -NGENProcess 498 -Pipe 5c4 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.612
ProcessGuid: {2048537D-9109-643A-AC02-000000000A00}
ProcessId: 4400
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.581
ProcessGuid: {2048537D-9109-643A-AC02-000000000A00}
ProcessId: 4400
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 4a0 -InterruptEvent 0 -NGENProcess 4f8 -Pipe 47c -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.581
ProcessGuid: {2048537D-9109-643A-AB02-000000000A00}
ProcessId: 4444
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-15 11:56:57.560
ProcessGuid: {2048537D-9109-643A-AB02-000000000A00}
ProcessId: 4444
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
FileVersion: 4.6.1586.0 built by: NETFXREL2
Description: .NET Runtime Optimization Service
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorsvw.exe
CommandLine: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 510 -InterruptEvent 0 -NGENProcess 47c -Pipe 5d0 -Comment ""NGen Worker Process""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {2048537D-8D03-643A-E703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=0B48C8BAF88A1672650007F29CB1FF48D6F5309C9AF7F9F78161BA8172877B4C
ParentProcessGuid: {2048537D-90FC-643A-CB00-000000000A00}
ParentProcessId: 3764
ParentImage: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe
ParentCommandLine: ""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior
ParentUser: NT AUTHORITY\SYSTEM"
Information,4/15/2023 8:56:57 PM,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-15 11:56:57.549
ProcessGuid: {2048537D-9109-643A-AA02-000000000A00}
ProcessId: 4916
Image: C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe
User: NT AUTHORITY\SYSTEM"
